Kanton,Gemeinde,Schweizer,Ausländer,Einbürgerungen,Ja,Nein,Anteil Schweizer,Anteil Ausl,Anteil Ja,Anteil Nein,Einwohner,Quantile
FR,Montet (Glâne),313,51,0,83,54,0.8598901099,0.1401098901,0.6058394161,0.3941605839,364,0% - 25%
JU,Montfaucon,562,19,3,90,152,0.9672977625,0.03270223752,0.3719008264,0.6280991736,581,0% - 25%
AG,Mönthal,362,39,0,117,59,0.9027431421,0.09725685786,0.6647727273,0.3352272727,401,0% - 25%
VD,Montherod,376,143,1,62,108,0.7244701349,0.2755298651,0.3647058824,0.6352941176,519,0% - 25%
VS,Monthey,11714,5166,95,2538,2875,0.693957346,0.306042654,0.4688712359,0.5311287641,16880,90% - 99%
VD,Montilliez,1355,197,10,290,340,0.8730670103,0.1269329897,0.4603174603,0.5396825397,1552,50% - 75%
VD,Montpreveyres,430,105,0,61,106,0.8037383178,0.1962616822,0.3652694611,0.6347305389,535,0% - 25%
VD,Montreux,13708,11748,144,2485,3621,0.5384978001,0.4615021999,0.4069767442,0.5930232558,25456,90% - 99%
VD,Montricher,747,105,1,159,240,0.8767605634,0.1232394366,0.3984962406,0.6015037594,852,25% - 50%
AG,Moosleerau,770,107,0,244,100,0.8779931585,0.1220068415,0.7093023256,0.2906976744,877,25% - 50%
BE,Moosseedorf,2981,664,15,718,672,0.8178326475,0.1821673525,0.5165467626,0.4834532374,3645,75% - 90%
TI,Morbio Inferiore,3554,1070,29,1334,500,0.7685986159,0.2314013841,0.7273718648,0.2726281352,4624,75% - 90%
TI,Morcote,435,294,9,140,78,0.5967078189,0.4032921811,0.6422018349,0.3577981651,729,25% - 50%
VS,Mörel-Filet,603,77,0,157,166,0.8867647059,0.1132352941,0.4860681115,0.5139318885,680,25% - 50%
FR,Morens (FR),125,12,1,46,14,0.9124087591,0.08759124088,0.7666666667,0.2333333333,137,0% - 25%
VD,Morges,9828,5166,83,1694,3093,0.6554621849,0.3445378151,0.3538750783,0.6461249217,14994,90% - 99%
BE,Mörigen,843,39,1,250,170,0.9557823129,0.04421768707,0.5952380952,0.4047619048,882,25% - 50%
AG,Möriken-Wildegg,3441,768,18,887,689,0.817533856,0.182466144,0.5628172589,0.4371827411,4209,75% - 90%
FR,Morlon,528,60,0,124,125,0.8979591837,0.1020408163,0.4979919679,0.5020080321,588,0% - 25%
VD,Morrens (VD),859,129,1,178,273,0.8694331984,0.1305668016,0.3946784922,0.6053215078,988,25% - 50%
SZ,Morschach,902,191,0,295,163,0.8252516011,0.1747483989,0.6441048035,0.3558951965,1093,25% - 50%
SG,Mörschwil,3259,317,8,830,854,0.9113534676,0.08864653244,0.4928741093,0.5071258907,3576,75% - 90%
SG,Mosnang,2760,80,0,767,370,0.9718309859,0.02816901408,0.6745822339,0.3254177661,2840,50% - 75%
TI,Mosogno,48,5,0,11,14,0.9056603774,0.09433962264,0.44,0.56,53,0% - 25%
BE,Mötschwil,283,14,0,86,36,0.9528619529,0.04713804714,0.7049180328,0.2950819672,297,0% - 25%
VD,Moudon,2961,2241,31,611,577,0.5692041522,0.4307958478,0.5143097643,0.4856902357,5202,75% - 90%
BE,Moutier,5681,1872,33,1088,1241,0.752151463,0.247848537,0.4671532847,0.5328467153,7553,90% - 99%
JU,Movelier,351,28,0,100,65,0.926121372,0.07387862797,0.6060606061,0.3939393939,379,0% - 25%
AG,Muhen,3228,460,7,926,510,0.8752711497,0.1247288503,0.6448467967,0.3551532033,3688,75% - 90%
AG,Mühlau,900,119,0,249,132,0.883218842,0.116781158,0.6535433071,0.3464566929,1019,25% - 50%
BE,Mühleberg,2561,166,6,729,539,0.9391272461,0.06087275394,0.5749211356,0.4250788644,2727,50% - 75%
BE,Mühledorf (BE),248,10,0,57,50,0.9612403101,0.03875968992,0.5327102804,0.4672897196,258,0% - 25%
BE,Mühlethurnen,1313,59,2,298,377,0.9569970845,0.04300291545,0.4414814815,0.5585185185,1372,50% - 75%
GR,Mulegns,27,0,0,7,6,1,0,0.5384615385,0.4615384615,27,0% - 25%
TG,Müllheim,2304,388,6,535,314,0.8558692422,0.1441307578,0.6301531213,0.3698468787,2692,50% - 75%
AG,Mülligen,877,158,1,200,177,0.8473429952,0.1526570048,0.5305039788,0.4694960212,1035,25% - 50%
SO,Mümliswil-Ramiswil,2293,218,6,850,355,0.9131819992,0.0868180008,0.7053941909,0.2946058091,2511,50% - 75%
AG,Mumpf,923,366,11,198,145,0.7160589604,0.2839410396,0.5772594752,0.4227405248,1289,25% - 50%
BE,Münchenbuchsee,8391,1358,27,1740,2134,0.8607036619,0.1392963381,0.4491481673,0.5508518327,9749,90% - 99%
BL,Münchenstein,9118,2597,29,1968,2187,0.7783183952,0.2216816048,0.4736462094,0.5263537906,11715,90% - 99%
BE,Münchenwiler,454,67,0,122,79,0.8714011516,0.1285988484,0.6069651741,0.3930348259,521,0% - 25%
AG,Münchwilen (AG),714,179,1,200,131,0.7995520717,0.2004479283,0.6042296073,0.3957703927,893,25% - 50%
TG,Münchwilen (TG),4038,993,11,913,612,0.8026237329,0.1973762671,0.5986885246,0.4013114754,5031,75% - 90%
GR,Mundaun,280,23,3,59,48,0.9240924092,0.07590759076,0.5514018692,0.4485981308,303,0% - 25%
BE,Münsingen,10455,1111,17,2334,2743,0.9039425904,0.09605740965,0.4597203073,0.5402796927,11566,90% - 99%
VS,Münster-Geschinen,443,47,4,91,107,0.9040816327,0.09591836735,0.4595959596,0.5404040404,490,0% - 25%
TG,Münsterlingen,1940,1130,26,450,416,0.6319218241,0.3680781759,0.519630485,0.480369515,3070,50% - 75%
FR,Muntelier,852,99,4,182,285,0.8958990536,0.1041009464,0.3897216274,0.6102783726,951,25% - 50%
BE,Müntschemier,943,364,5,314,161,0.7214996174,0.2785003826,0.6610526316,0.3389473684,1307,25% - 50%
SG,Muolen,1105,73,1,285,193,0.9380305603,0.06196943973,0.5962343096,0.4037656904,1178,25% - 50%
SZ,Muotathal,3287,182,2,1308,372,0.9475353128,0.05246468723,0.7785714286,0.2214285714,3469,75% - 90%
TI,Muralto,2016,802,9,599,368,0.7154009936,0.2845990064,0.6194415719,0.3805584281,2818,50% - 75%
AG,Murgenthal,2387,431,14,647,304,0.8470546487,0.1529453513,0.6803364879,0.3196635121,2818,50% - 75%
AG,Muri (AG),5645,1601,12,1285,1084,0.7790505106,0.2209494894,0.5424229633,0.4575770367,7246,90% - 99%
BE,Muri bei Bern,10941,1734,42,2424,3619,0.8631952663,0.1368047337,0.4011252689,0.5988747311,12675,90% - 99%
JU,Muriaux,448,27,0,104,121,0.9431578947,0.05684210526,0.4622222222,0.5377777778,475,0% - 25%
FR,Murist,554,41,0,118,117,0.931092437,0.06890756303,0.5021276596,0.4978723404,595,25% - 50%
FR,Murten,5154,1296,24,1109,1329,0.7990697674,0.2009302326,0.45488105,0.54511895,6450,75% - 90%
VD,Mutrux,126,4,0,16,38,0.9692307692,0.03076923077,0.2962962963,0.7037037037,130,0% - 25%
GR,Mutten,79,1,0,25,13,0.9875,0.0125,0.6578947368,0.3421052632,80,0% - 25%
BL,Muttenz,14101,3238,34,3165,3117,0.8132533595,0.1867466405,0.5038204394,0.4961795606,17339,90% - 99%
TI,Muzzano,651,172,2,254,126,0.7910085055,0.2089914945,0.6684210526,0.3315789474,823,25% - 50%
VS,Naters,8083,1171,39,2297,1842,0.8734601254,0.1265398746,0.5549649674,0.4450350326,9254,90% - 99%
LU,Nebikon,1853,599,14,538,335,0.7557096248,0.2442903752,0.6162657503,0.3837342497,2452,50% - 75%
SG,Neckertal,3727,321,14,1083,544,0.920701581,0.07929841897,0.6656422864,0.3343577136,4048,75% - 90%
ZH,Neerach,2651,378,22,842,565,0.8752063387,0.1247936613,0.5984363895,0.4015636105,3029,50% - 75%
ZH,Neftenbach,4869,556,19,1252,1019,0.8975115207,0.1024884793,0.5512989872,0.4487010128,5425,75% - 90%
TI,Neggio,284,38,5,117,55,0.8819875776,0.1180124224,0.6802325581,0.3197674419,322,0% - 25%
VS,Nendaz,5244,761,8,1145,1377,0.8732722731,0.1267277269,0.4540047581,0.5459952419,6005,75% - 90%
BL,Nenzlingen,385,42,0,101,49,0.9016393443,0.09836065574,0.6733333333,0.3266666667,427,0% - 25%
SG,Nesslau,3386,279,5,967,558,0.9238744884,0.0761255116,0.6340983607,0.3659016393,3665,75% - 90%
NE,Neuchâtel,22655,10819,292,3290,7249,0.6767939296,0.3232060704,0.3121738305,0.6878261695,33474,99% - 100%
SO,Neuendorf,1798,151,3,517,322,0.9225243715,0.07747562853,0.6162097735,0.3837902265,1949,50% - 75%
BE,Neuenegg,4397,483,14,1186,856,0.9010245902,0.09897540984,0.5808031342,0.4191968658,4880,75% - 90%
AG,Neuenhof,4463,3897,43,988,742,0.5338516746,0.4661483254,0.5710982659,0.4289017341,8360,90% - 99%
LU,Neuenkirch,5602,583,2,1437,1129,0.9057396928,0.09426030719,0.5600155885,0.4399844115,6185,75% - 90%
SH,Neuhausen am Rheinfall,6342,3878,26,2073,1364,0.6205479452,0.3794520548,0.6031422752,0.3968577248,10220,90% - 99%
ZG,Neuheim,1612,394,2,505,370,0.8035892323,0.1964107677,0.5771428571,0.4228571429,2006,50% - 75%
TG,Neunforn,887,70,0,267,167,0.9268547544,0.07314524556,0.6152073733,0.3847926267,957,25% - 50%
SH,Neunkirch,1680,317,1,560,426,0.8412618928,0.1587381072,0.5679513185,0.4320486815,1997,50% - 75%
FR,Neyruz (FR),2014,307,9,357,552,0.867729427,0.132270573,0.3927392739,0.6072607261,2321,50% - 75%
BE,Nidau,5283,1499,16,1029,1145,0.7789737541,0.2210262459,0.4733210672,0.5266789328,6782,75% - 90%
BE,Niederbipp,3398,851,30,955,466,0.7997175806,0.2002824194,0.6720619282,0.3279380718,4249,75% - 90%
SO,Niederbuchsiten,872,107,0,265,119,0.8907048008,0.1092951992,0.6901041667,0.3098958333,979,25% - 50%
SG,Niederbüren,1359,101,0,396,185,0.9308219178,0.06917808219,0.6815834768,0.3184165232,1460,50% - 75%
BL,Niederdorf,1366,382,7,361,213,0.7814645309,0.2185354691,0.6289198606,0.3710801394,1748,50% - 75%
VS,Niedergesteln,650,34,1,170,157,0.9502923977,0.04970760234,0.5198776758,0.4801223242,684,25% - 50%
ZH,Niederglatt,3438,1142,10,989,517,0.7506550218,0.2493449782,0.6567065073,0.3432934927,4580,75% - 90%
SO,Niedergösgen,2737,1005,16,766,490,0.7314270444,0.2685729556,0.6098726115,0.3901273885,3742,75% - 90%
ZH,Niederhasli,6617,2106,50,1756,1064,0.7585692996,0.2414307004,0.6226950355,0.3773049645,8723,90% - 99%
SG,Niederhelfenschwil,2742,184,4,710,413,0.9371155161,0.06288448394,0.6322350846,0.3677649154,2926,50% - 75%
BE,Niederhünigen,660,20,1,144,124,0.9705882353,0.02941176471,0.5373134328,0.4626865672,680,25% - 50%
AG,Niederlenz,3133,1200,20,672,664,0.7230556197,0.2769443803,0.502994012,0.497005988,4333,75% - 90%
BE,Niederönz,1421,129,7,397,301,0.9167741935,0.08322580645,0.5687679083,0.4312320917,1550,50% - 75%
BE,Niederried bei Interlaken,300,35,1,79,51,0.8955223881,0.1044776119,0.6076923077,0.3923076923,335,0% - 25%
AG,Niederrohrdorf,2999,650,10,776,665,0.8218690052,0.1781309948,0.5385149202,0.4614850798,3649,75% - 90%
VS,Niederwald,42,7,0,8,19,0.8571428571,0.1428571429,0.2962962963,0.7037037037,49,0% - 25%
ZH,Niederweningen,2349,411,20,579,535,0.8510869565,0.1489130435,0.5197486535,0.4802513465,2760,50% - 75%
AG,Niederwil (AG),2082,359,4,565,327,0.8529291274,0.1470708726,0.6334080717,0.3665919283,2441,50% - 75%
BE,Nods,683,38,0,132,154,0.947295423,0.05270457698,0.4615384615,0.5384615385,721,25% - 50%
FR,Noréaz,560,37,1,91,134,0.9380234506,0.06197654941,0.4044444444,0.5955555556,597,25% - 50%
LU,Nottwil,3056,387,2,782,644,0.887598025,0.112401975,0.5483870968,0.4516129032,3443,75% - 90%
TI,Novaggio,726,81,1,248,160,0.8996282528,0.1003717472,0.6078431373,0.3921568627,807,25% - 50%
VD,Novalles,94,7,3,22,27,0.9306930693,0.06930693069,0.4489795918,0.5510204082,101,0% - 25%
TI,Novazzano,2036,373,6,916,249,0.8451639685,0.1548360315,0.7862660944,0.2137339056,2409,50% - 75%
VD,Noville,636,149,6,145,175,0.8101910828,0.1898089172,0.453125,0.546875,785,25% - 50%
GR,Nufenen,143,14,0,29,31,0.9108280255,0.08917197452,0.4833333333,0.5166666667,157,0% - 25%
SO,Nuglar-St. Pantaleon,1349,125,3,364,290,0.9151967436,0.08480325645,0.5565749235,0.4434250765,1474,50% - 75%
SO,Nunningen,1713,138,2,506,322,0.925445705,0.07455429498,0.6111111111,0.3888888889,1851,50% - 75%
ZH,Nürensdorf,4502,772,11,1459,992,0.8536215396,0.1463784604,0.5952672379,0.4047327621,5274,75% - 90%
BL,Nusshof,228,21,1,55,55,0.9156626506,0.0843373494,0.5,0.5,249,0% - 25%
FR,Nuvilly,368,20,0,91,67,0.9484536082,0.05154639175,0.5759493671,0.4240506329,388,0% - 25%
VD,Nyon,11679,7491,135,1957,3451,0.6092331768,0.3907668232,0.3618713018,0.6381286982,19170,90% - 99%
ZG,Oberägeri,4345,1308,9,1361,915,0.7686184327,0.2313815673,0.5979789104,0.4020210896,5653,75% - 90%
BE,Oberbalm,841,35,2,265,125,0.9600456621,0.0399543379,0.6794871795,0.3205128205,876,25% - 50%
BE,Oberbipp,1426,227,4,371,245,0.8626739262,0.1373260738,0.6022727273,0.3977272727,1653,50% - 75%
SO,Oberbuchsiten,1533,431,7,427,280,0.7805498982,0.2194501018,0.603960396,0.396039604,1964,50% - 75%
SG,Oberbüren,3705,467,1,1113,531,0.888063279,0.111936721,0.6770072993,0.3229927007,4172,75% - 90%
BE,Oberburg,2476,448,5,625,379,0.8467852257,0.1532147743,0.6225099602,0.3774900398,2924,50% - 75%
BE,Oberdiessbach,3264,212,10,896,563,0.9390103567,0.06098964327,0.6141192598,0.3858807402,3476,75% - 90%
BL,Oberdorf (BL),1842,493,13,459,319,0.7888650964,0.2111349036,0.5899742931,0.4100257069,2335,50% - 75%
NW,Oberdorf (NW),2901,200,0,876,516,0.9355046759,0.06449532409,0.6293103448,0.3706896552,3101,50% - 75%
SO,Oberdorf (SO),1538,113,1,345,441,0.9315566323,0.06844336766,0.4389312977,0.5610687023,1651,50% - 75%
AI,Oberegg,1751,148,0,517,333,0.9220642443,0.07793575566,0.6082352941,0.3917647059,1899,50% - 75%
ZH,Oberembrach,923,107,1,331,173,0.8961165049,0.1038834951,0.6567460317,0.3432539683,1030,25% - 50%
VS,Oberems,127,7,1,25,27,0.947761194,0.05223880597,0.4807692308,0.5192307692,134,0% - 25%
ZH,Oberengstringen,4606,1810,58,1060,991,0.7178927681,0.2821072319,0.5168210629,0.4831789371,6416,75% - 90%
AG,Oberentfelden,5516,2147,28,1438,965,0.7198225238,0.2801774762,0.5984186434,0.4015813566,7663,90% - 99%
SO,Obergerlafingen,1028,88,1,296,158,0.9211469534,0.07885304659,0.6519823789,0.3480176211,1116,25% - 50%
ZH,Oberglatt,3980,2083,26,954,578,0.6564407059,0.3435592941,0.6227154047,0.3772845953,6063,75% - 90%
VS,Obergoms,611,69,7,140,122,0.8985294118,0.1014705882,0.534351145,0.465648855,680,25% - 50%
SO,Obergösgen,1628,504,10,432,300,0.7636022514,0.2363977486,0.5901639344,0.4098360656,2132,50% - 75%
SH,Oberhallau,410,21,0,184,62,0.9512761021,0.04872389791,0.7479674797,0.2520325203,431,0% - 25%
SG,Oberhelfenschwil,1228,102,3,324,209,0.9233082707,0.07669172932,0.607879925,0.392120075,1330,25% - 50%
AG,Oberhof,552,34,0,171,94,0.9419795222,0.05802047782,0.6452830189,0.3547169811,586,0% - 25%
BE,Oberhofen am Thunersee,2142,224,3,603,545,0.9053254438,0.09467455621,0.525261324,0.474738676,2366,50% - 75%
BE,Oberhünigen,316,10,0,99,37,0.9693251534,0.03067484663,0.7279411765,0.2720588235,326,0% - 25%
SZ,Oberiberg,765,76,1,307,149,0.9096313912,0.0903686088,0.673245614,0.326754386,841,25% - 50%
LU,Oberkirch,3356,452,13,785,784,0.881302521,0.118697479,0.5003186743,0.4996813257,3808,75% - 90%
AG,Oberkulm,1991,500,22,653,271,0.7992773986,0.2007226014,0.7067099567,0.2932900433,2491,50% - 75%
BE,Oberlangenegg,475,6,0,162,34,0.9875259875,0.01247401247,0.8265306122,0.1734693878,481,0% - 25%
AG,Oberlunkhofen,1716,240,4,471,386,0.8773006135,0.1226993865,0.5495915986,0.4504084014,1956,50% - 75%
AG,Obermumpf,899,101,4,204,149,0.899,0.101,0.5779036827,0.4220963173,1000,25% - 50%
BE,Oberried am Brienzersee,417,39,0,102,77,0.9144736842,0.08552631579,0.5698324022,0.4301675978,456,0% - 25%
ZH,Oberrieden,4108,871,18,946,1320,0.8250652742,0.1749347258,0.4174757282,0.5825242718,4979,75% - 90%
SG,Oberriet (SG),7248,1191,14,2199,986,0.8588695343,0.1411304657,0.6904238619,0.3095761381,8439,90% - 99%
AG,Oberrohrdorf,3282,647,9,835,922,0.8353270552,0.1646729448,0.4752418896,0.5247581104,3929,75% - 90%
AG,Oberrüti,1260,151,1,293,224,0.8929836995,0.1070163005,0.5667311412,0.4332688588,1411,50% - 75%
GR,Obersaxen,751,74,1,177,117,0.9103030303,0.0896969697,0.6020408163,0.3979591837,825,25% - 50%
FR,Oberschrot,1122,38,5,247,160,0.9672413793,0.03275862069,0.6068796069,0.3931203931,1160,25% - 50%
AG,Obersiggenthal,5764,2686,66,1271,1491,0.6821301775,0.3178698225,0.4601737871,0.5398262129,8450,90% - 99%
ZH,Oberstammheim,1054,76,0,312,248,0.9327433628,0.06725663717,0.5571428571,0.4428571429,1130,25% - 50%
BE,Obersteckholz,420,11,0,121,59,0.9744779582,0.02552204176,0.6722222222,0.3277777778,431,0% - 25%
BE,Oberthal,741,20,0,220,82,0.9737187911,0.02628120894,0.7284768212,0.2715231788,761,25% - 50%
SG,Oberuzwil,4968,1043,27,1278,947,0.8264847779,0.1735152221,0.5743820225,0.4256179775,6011,75% - 90%
ZH,Oberweningen,1425,329,10,422,275,0.8124287343,0.1875712657,0.6054519369,0.3945480631,1754,50% - 75%
BL,Oberwil (BL),8593,2128,25,1844,2273,0.8015110531,0.1984889469,0.4478989556,0.5521010444,10721,90% - 99%
BE,Oberwil bei Büren,755,49,0,196,123,0.9390547264,0.06094527363,0.6144200627,0.3855799373,804,25% - 50%
BE,Oberwil im Simmental,789,24,1,304,77,0.9704797048,0.0295202952,0.7979002625,0.2020997375,813,25% - 50%
AG,Oberwil-Lieli,1942,213,5,531,445,0.9011600928,0.09883990719,0.544057377,0.455942623,2155,50% - 75%
ZH,Obfelden,3981,852,32,1047,823,0.8237119801,0.1762880199,0.5598930481,0.4401069519,4833,75% - 90%
BE,Ochlenberg,566,7,0,180,94,0.9877835951,0.01221640489,0.6569343066,0.3430656934,573,0% - 25%
SO,Oekingen,723,48,0,193,157,0.9377431907,0.06225680934,0.5514285714,0.4485714286,771,25% - 50%
SO,Oensingen,4086,1609,15,1140,674,0.7174714662,0.2825285338,0.6284454245,0.3715545755,5695,75% - 90%
BE,Oeschenbach,235,6,0,66,26,0.9751037344,0.02489626556,0.7173913043,0.2826086957,241,0% - 25%
AG,Oeschgen,831,79,2,221,138,0.9131868132,0.08681318681,0.6155988858,0.3844011142,910,25% - 50%
ZH,Oetwil am See,3299,1258,31,798,556,0.7239411894,0.2760588106,0.5893648449,0.4106351551,4557,75% - 90%
ZH,Oetwil an der Limmat,1981,351,11,585,455,0.8494854202,0.1505145798,0.5625,0.4375,2332,50% - 75%
AG,Oftringen,8672,4267,28,2134,1291,0.67022181,0.32977819,0.6230656934,0.3769343066,12939,90% - 99%
VD,Ogens,249,19,0,74,52,0.9291044776,0.07089552239,0.5873015873,0.4126984127,268,0% - 25%
VD,Ollon,4596,2539,22,969,1294,0.6441485634,0.3558514366,0.4281926646,0.5718073354,7135,90% - 99%
AG,Olsberg,320,36,1,85,82,0.8988764045,0.1011235955,0.5089820359,0.4910179641,356,0% - 25%
SO,Olten,12473,4660,94,2557,3591,0.7280102726,0.2719897274,0.4159076122,0.5840923878,17133,90% - 99%
BL,Oltingen,451,24,3,107,99,0.9494736842,0.05052631579,0.5194174757,0.4805825243,475,0% - 25%
GE,Onex,11442,6409,97,2411,2636,0.6409724945,0.3590275055,0.4777095304,0.5222904696,17851,90% - 99%
VD,Onnens (VD),417,59,3,65,124,0.8760504202,0.1239495798,0.3439153439,0.6560846561,476,0% - 25%
TI,Onsernone,255,9,0,62,55,0.9659090909,0.03409090909,0.5299145299,0.4700854701,264,0% - 25%
ZH,Opfikon,9026,7090,143,1992,1433,0.5600645321,0.4399354679,0.5816058394,0.4183941606,16116,90% - 99%
VD,Oppens,142,42,0,41,44,0.7717391304,0.2282608696,0.4823529412,0.5176470588,184,0% - 25%
BE,Oppligen,628,36,0,147,101,0.9457831325,0.05421686747,0.5927419355,0.4072580645,664,25% - 50%
VD,Orbe,4560,1987,46,841,1000,0.6965022148,0.3034977852,0.4568169473,0.5431830527,6547,75% - 90%
VD,Orges,235,23,0,45,69,0.9108527132,0.08914728682,0.3947368421,0.6052631579,258,0% - 25%
TI,Origlio,1153,252,10,380,239,0.8206405694,0.1793594306,0.6138933764,0.3861066236,1405,50% - 75%
BL,Ormalingen,1772,204,5,416,332,0.8967611336,0.1032388664,0.5561497326,0.4438502674,1976,50% - 75%
VD,Ormont-Dessous,914,111,3,216,185,0.8917073171,0.1082926829,0.5386533666,0.4613466334,1025,25% - 50%
VD,Ormont-Dessus,1101,331,6,235,316,0.7688547486,0.2311452514,0.4264972777,0.5735027223,1432,50% - 75%
VD,Orny,309,59,0,35,87,0.839673913,0.160326087,0.2868852459,0.7131147541,368,0% - 25%
VD,Oron,3951,917,15,779,995,0.8116269515,0.1883730485,0.4391206313,0.5608793687,4868,75% - 90%
BE,Orpund,2274,375,9,589,375,0.8584371461,0.1415628539,0.6109958506,0.3890041494,2649,50% - 75%
TI,Orselina,613,148,5,192,143,0.8055190539,0.1944809461,0.5731343284,0.4268656716,761,25% - 50%
VS,Orsières,2689,389,1,637,817,0.8736192333,0.1263807667,0.4381017882,0.5618982118,3078,50% - 75%
BE,Orvin,1068,127,1,247,194,0.8937238494,0.1062761506,0.5600907029,0.4399092971,1195,25% - 50%
VD,Orzens,187,11,0,44,57,0.9444444444,0.05555555556,0.4356435644,0.5643564356,198,0% - 25%
TI,Osogna,690,347,12,206,71,0.6653809065,0.3346190935,0.7436823105,0.2563176895,1037,25% - 50%
ZH,Ossingen,1258,90,2,343,253,0.9332344214,0.06676557864,0.5755033557,0.4244966443,1348,50% - 75%
BE,Ostermundigen,11691,4180,50,2408,2612,0.7366265516,0.2633734484,0.4796812749,0.5203187251,15871,90% - 99%
ZH,Otelfingen,2233,522,9,532,461,0.8105263158,0.1894736842,0.5357502518,0.4642497482,2755,50% - 75%
AG,Othmarsingen,1897,586,2,538,308,0.7639951671,0.2360048329,0.6359338061,0.3640661939,2483,50% - 75%
ZH,Ottenbach,2233,247,9,605,588,0.9004032258,0.09959677419,0.5071248952,0.4928751048,2480,50% - 75%
VD,Oulens-sous-Echallens,475,44,0,101,140,0.91522158,0.08477842004,0.4190871369,0.5809128631,519,0% - 25%
VD,Pailly,427,43,1,100,94,0.9085106383,0.0914893617,0.5154639175,0.4845360825,470,0% - 25%
VD,Pampigny,922,146,0,169,230,0.8632958801,0.1367041199,0.4235588972,0.5764411028,1068,25% - 50%
TI,Paradiso,1737,2003,20,537,252,0.4644385027,0.5355614973,0.680608365,0.319391635,3740,75% - 90%
GR,Paspels,454,14,1,73,139,0.9700854701,0.02991452991,0.3443396226,0.6556603774,468,0% - 25%
VD,Paudex,946,453,3,157,338,0.6761972838,0.3238027162,0.3171717172,0.6828282828,1399,50% - 75%
VD,Payerne,5800,3346,34,1361,1122,0.6341570085,0.3658429915,0.5481272654,0.4518727346,9146,90% - 99%
VD,Penthalaz,2286,711,9,485,599,0.7627627628,0.2372372372,0.4474169742,0.5525830258,2997,50% - 75%
VD,Penthaz,1302,347,14,259,342,0.789569436,0.210430564,0.4309484193,0.5690515807,1649,50% - 75%
VD,Penthéréaz,352,22,0,78,98,0.9411764706,0.05882352941,0.4431818182,0.5568181818,374,0% - 25%
GE,Perly-Certoux,2223,770,7,442,563,0.7427330438,0.2572669562,0.439800995,0.560199005,2993,50% - 75%
BE,Perrefitte,383,70,0,125,62,0.8454746137,0.1545253863,0.6684491979,0.3315508021,453,0% - 25%
VD,Perroy,970,418,7,179,290,0.6988472622,0.3011527378,0.381663113,0.618336887,1388,50% - 75%
TI,Personico,276,74,1,73,49,0.7885714286,0.2114285714,0.5983606557,0.4016393443,350,0% - 25%
BE,Péry,1189,173,3,250,216,0.8729809104,0.1270190896,0.5364806867,0.4635193133,1362,50% - 75%
NE,Peseux,3883,1862,24,734,982,0.6758920801,0.3241079199,0.4277389277,0.5722610723,5745,75% - 90%
SG,Pfäfers,1386,164,0,356,221,0.8941935484,0.1058064516,0.6169844021,0.3830155979,1550,50% - 75%
ZH,Pfäffikon,8915,2112,46,2378,2135,0.8084701188,0.1915298812,0.5269222247,0.4730777753,11027,90% - 99%
LU,Pfaffnau,2011,234,9,550,320,0.8957683742,0.1042316258,0.632183908,0.367816092,2245,50% - 75%
BL,Pfeffingen,1931,279,8,509,491,0.8737556561,0.1262443439,0.509,0.491,2210,50% - 75%
